id_partida,data_utc,data,hora_utc,rodada,status,fase,id_mandante,mandante,id_visitante,visitante,gols_mandante,gols_visitante,resultado,vencedor,saldo_gols_mandante,foi_finalizado
535178,2025-09-29T23:00:00Z,2025-09-29,23:00,25,TIMED,REGULAR_SEASON,1776,São Paulo FC,1837,Ceará SC,,,,Indefinido,,False
535190,2025-10-01T00:30:00Z,2025-10-01,00:30,26,TIMED,REGULAR_SEASON,1766,CA Mineiro,4245,EC Juventude,,,,Indefinido,,False
535187,2025-10-01T22:00:00Z,2025-10-01,22:00,26,TIMED,REGULAR_SEASON,1769,SE Palmeiras,1780,CR Vasco da Gama,,,,Indefinido,,False
535189,2025-10-01T22:00:00Z,2025-10-01,22:00,26,TIMED,REGULAR_SEASON,4364,Mirassol FC,4286,RB Bragantino,,,,Indefinido,,False
535194,2025-10-01T22:00:00Z,2025-10-01,22:00,26,TIMED,REGULAR_SEASON,1778,SC Recife,1765,Fluminense FC,,,,Indefinido,,False
535191,2025-10-01T22:30:00Z,2025-10-01,22:30,26,TIMED,REGULAR_SEASON,6684,SC Internacional,1779,SC Corinthians Paulista,,,,Indefinido,,False
535186,2025-10-02T00:30:00Z,2025-10-02,00:30,26,TIMED,REGULAR_SEASON,1770,Botafogo FR,1777,EC Bahia,,,,Indefinido,,False
535188,2025-10-02T00:30:00Z,2025-10-02,00:30,26,TIMED,REGULAR_SEASON,6685,Santos FC,1767,Grêmio FBPA,,,,Indefinido,,False
535192,2025-10-02T22:00:00Z,2025-10-02,22:00,26,TIMED,REGULAR_SEASON,1782,EC Vitória,1837,Ceará SC,,,,Indefinido,,False
535193,2025-10-02T22:30:00Z,2025-10-02,22:30,26,TIMED,REGULAR_SEASON,3984,Fortaleza EC,1776,São Paulo FC,,,,Indefinido,,False
535185,2025-10-02T23:30:00Z,2025-10-02,23:30,26,TIMED,REGULAR_SEASON,1783,CR Flamengo,1771,Cruzeiro EC,,,,Indefinido,,False
535195,2025-10-04T21:30:00Z,2025-10-04,21:30,27,TIMED,REGULAR_SEASON,1765,Fluminense FC,1766,CA Mineiro,,,,Indefinido,,False
535199,2025-10-04T21:30:00Z,2025-10-04,21:30,27,TIMED,REGULAR_SEASON,4286,RB Bragantino,1767,Grêmio FBPA,,,,Indefinido,,False
535201,2025-10-04T21:30:00Z,2025-10-04,21:30,27,TIMED,REGULAR_SEASON,6684,SC Internacional,1770,Botafogo FR,,,,Indefinido,,False
535197,2025-10-05T00:00:00Z,2025-10-05,00:00,27,TIMED,REGULAR_SEASON,1779,SC Corinthians Paulista,4364,Mirassol FC,,,,Indefinido,,False
535196,2025-10-05T19:00:00Z,2025-10-05,19:00,27,TIMED,REGULAR_SEASON,1780,CR Vasco da Gama,1782,EC Vitória,,,,Indefinido,,False
535198,2025-10-05T19:00:00Z,2025-10-05,19:00,27,TIMED,REGULAR_SEASON,1776,São Paulo FC,1769,SE Palmeiras,,,,Indefinido,,False
535202,2025-10-05T21:30:00Z,2025-10-05,21:30,27,TIMED,REGULAR_SEASON,1777,EC Bahia,1783,CR Flamengo,,,,Indefinido,,False
535204,2025-10-05T21:30:00Z,2025-10-05,21:30,27,TIMED,REGULAR_SEASON,4245,EC Juventude,3984,Fortaleza EC,,,,Indefinido,,False
535200,2025-10-05T23:30:00Z,2025-10-05,23:30,27,TIMED,REGULAR_SEASON,1771,Cruzeiro EC,1778,SC Recife,,,,Indefinido,,False
535203,2025-10-05T23:30:00Z,2025-10-05,23:30,27,TIMED,REGULAR_SEASON,1837,Ceará SC,6685,Santos FC,,,,Indefinido,,False
535205,2025-10-25T00:00:00Z,2025-10-25,00:00,28,SCHEDULED,REGULAR_SEASON,1765,Fluminense FC,4245,EC Juventude,,,,Indefinido,,False
535206,2025-10-25T00:00:00Z,2025-10-25,00:00,28,SCHEDULED,REGULAR_SEASON,1770,Botafogo FR,1783,CR Flamengo,,,,Indefinido,,False
535207,2025-10-25T00:00:00Z,2025-10-25,00:00,28,SCHEDULED,REGULAR_SEASON,1769,SE Palmeiras,4286,RB Bragantino,,,,Indefinido,,False
535208,2025-10-25T00:00:00Z,2025-10-25,00:00,28,SCHEDULED,REGULAR_SEASON,6685,Santos FC,1779,SC Corinthians Paulista,,,,Indefinido,,False
535209,2025-10-25T00:00:00Z,2025-10-25,00:00,28,SCHEDULED,REGULAR_SEASON,4364,Mirassol FC,6684,SC Internacional,,,,Indefinido,,False
535210,2025-10-25T00:00:00Z,2025-10-25,00:00,28,SCHEDULED,REGULAR_SEASON,1766,CA Mineiro,1771,Cruzeiro EC,,,,Indefinido,,False
535211,2025-10-25T00:00:00Z,2025-10-25,00:00,28,SCHEDULED,REGULAR_SEASON,1767,Grêmio FBPA,1776,São Paulo FC,,,,Indefinido,,False
535212,2025-10-25T00:00:00Z,2025-10-25,00:00,28,SCHEDULED,REGULAR_SEASON,1782,EC Vitória,1777,EC Bahia,,,,Indefinido,,False
535213,2025-10-25T00:00:00Z,2025-10-25,00:00,28,SCHEDULED,REGULAR_SEASON,3984,Fortaleza EC,1780,CR Vasco da Gama,,,,Indefinido,,False
535214,2025-10-25T00:00:00Z,2025-10-25,00:00,28,SCHEDULED,REGULAR_SEASON,1778,SC Recife,1837,Ceará SC,,,,Indefinido,,False
535215,2025-11-05T00:00:00Z,2025-11-05,00:00,29,SCHEDULED,REGULAR_SEASON,1783,CR Flamengo,1769,SE Palmeiras,,,,Indefinido,,False
535216,2025-11-05T00:00:00Z,2025-11-05,00:00,29,SCHEDULED,REGULAR_SEASON,1780,CR Vasco da Gama,1765,Fluminense FC,,,,Indefinido,,False
535217,2025-11-05T00:00:00Z,2025-11-05,00:00,29,SCHEDULED,REGULAR_SEASON,1779,SC Corinthians Paulista,1766,CA Mineiro,,,,Indefinido,,False
535218,2025-11-05T00:00:00Z,2025-11-05,00:00,29,SCHEDULED,REGULAR_SEASON,6685,Santos FC,1782,EC Vitória,,,,Indefinido,,False
535219,2025-11-05T00:00:00Z,2025-11-05,00:00,29,SCHEDULED,REGULAR_SEASON,4364,Mirassol FC,1776,São Paulo FC,,,,Indefinido,,False
535220,2025-11-05T00:00:00Z,2025-11-05,00:00,29,SCHEDULED,REGULAR_SEASON,1771,Cruzeiro EC,3984,Fortaleza EC,,,,Indefinido,,False
535221,2025-11-05T00:00:00Z,2025-11-05,00:00,29,SCHEDULED,REGULAR_SEASON,6684,SC Internacional,1778,SC Recife,,,,Indefinido,,False
535222,2025-11-05T00:00:00Z,2025-11-05,00:00,29,SCHEDULED,REGULAR_SEASON,1777,EC Bahia,1767,Grêmio FBPA,,,,Indefinido,,False
535223,2025-11-05T00:00:00Z,2025-11-05,00:00,29,SCHEDULED,REGULAR_SEASON,1837,Ceará SC,1770,Botafogo FR,,,,Indefinido,,False
535224,2025-11-05T00:00:00Z,2025-11-05,00:00,29,SCHEDULED,REGULAR_SEASON,4245,EC Juventude,4286,RB Bragantino,,,,Indefinido,,False
535225,2025-11-19T00:00:00Z,2025-11-19,00:00,30,SCHEDULED,REGULAR_SEASON,1765,Fluminense FC,6684,SC Internacional,,,,Indefinido,,False
535226,2025-11-19T00:00:00Z,2025-11-19,00:00,30,SCHEDULED,REGULAR_SEASON,1770,Botafogo FR,6685,Santos FC,,,,Indefinido,,False
535227,2025-11-19T00:00:00Z,2025-11-19,00:00,30,SCHEDULED,REGULAR_SEASON,1769,SE Palmeiras,1771,Cruzeiro EC,,,,Indefinido,,False
535228,2025-11-19T00:00:00Z,2025-11-19,00:00,30,SCHEDULED,REGULAR_SEASON,1776,São Paulo FC,1777,EC Bahia,,,,Indefinido,,False
535229,2025-11-19T00:00:00Z,2025-11-19,00:00,30,SCHEDULED,REGULAR_SEASON,4286,RB Bragantino,1780,CR Vasco da Gama,,,,Indefinido,,False
535230,2025-11-19T00:00:00Z,2025-11-19,00:00,30,SCHEDULED,REGULAR_SEASON,1766,CA Mineiro,1837,Ceará SC,,,,Indefinido,,False
535231,2025-11-19T00:00:00Z,2025-11-19,00:00,30,SCHEDULED,REGULAR_SEASON,1767,Grêmio FBPA,4245,EC Juventude,,,,Indefinido,,False
535232,2025-11-19T00:00:00Z,2025-11-19,00:00,30,SCHEDULED,REGULAR_SEASON,1782,EC Vitória,1779,SC Corinthians Paulista,,,,Indefinido,,False
535233,2025-11-19T00:00:00Z,2025-11-19,00:00,30,SCHEDULED,REGULAR_SEASON,3984,Fortaleza EC,1783,CR Flamengo,,,,Indefinido,,False
535234,2025-11-19T00:00:00Z,2025-11-19,00:00,30,SCHEDULED,REGULAR_SEASON,1778,SC Recife,4364,Mirassol FC,,,,Indefinido,,False
535235,2025-11-22T00:00:00Z,2025-11-22,00:00,31,SCHEDULED,REGULAR_SEASON,1783,CR Flamengo,1778,SC Recife,,,,Indefinido,,False
535236,2025-11-22T00:00:00Z,2025-11-22,00:00,31,SCHEDULED,REGULAR_SEASON,1780,CR Vasco da Gama,1776,São Paulo FC,,,,Indefinido,,False
535237,2025-11-22T00:00:00Z,2025-11-22,00:00,31,SCHEDULED,REGULAR_SEASON,1779,SC Corinthians Paulista,1767,Grêmio FBPA,,,,Indefinido,,False
535238,2025-11-22T00:00:00Z,2025-11-22,00:00,31,SCHEDULED,REGULAR_SEASON,6685,Santos FC,3984,Fortaleza EC,,,,Indefinido,,False
535239,2025-11-22T00:00:00Z,2025-11-22,00:00,31,SCHEDULED,REGULAR_SEASON,4364,Mirassol FC,1770,Botafogo FR,,,,Indefinido,,False
535240,2025-11-22T00:00:00Z,2025-11-22,00:00,31,SCHEDULED,REGULAR_SEASON,1771,Cruzeiro EC,1782,EC Vitória,,,,Indefinido,,False
535241,2025-11-22T00:00:00Z,2025-11-22,00:00,31,SCHEDULED,REGULAR_SEASON,6684,SC Internacional,1766,CA Mineiro,,,,Indefinido,,False
535242,2025-11-22T00:00:00Z,2025-11-22,00:00,31,SCHEDULED,REGULAR_SEASON,1777,EC Bahia,4286,RB Bragantino,,,,Indefinido,,False
535243,2025-11-22T00:00:00Z,2025-11-22,00:00,31,SCHEDULED,REGULAR_SEASON,1837,Ceará SC,1765,Fluminense FC,,,,Indefinido,,False
535244,2025-11-22T00:00:00Z,2025-11-22,00:00,31,SCHEDULED,REGULAR_SEASON,4245,EC Juventude,1769,SE Palmeiras,,,,Indefinido,,False
535245,2025-11-29T00:00:00Z,2025-11-29,00:00,32,SCHEDULED,REGULAR_SEASON,1765,Fluminense FC,4364,Mirassol FC,,,,Indefinido,,False
535246,2025-11-29T00:00:00Z,2025-11-29,00:00,32,SCHEDULED,REGULAR_SEASON,1770,Botafogo FR,1780,CR Vasco da Gama,,,,Indefinido,,False
535247,2025-11-29T00:00:00Z,2025-11-29,00:00,32,SCHEDULED,REGULAR_SEASON,1769,SE Palmeiras,6685,Santos FC,,,,Indefinido,,False
535248,2025-11-29T00:00:00Z,2025-11-29,00:00,32,SCHEDULED,REGULAR_SEASON,1776,São Paulo FC,1783,CR Flamengo,,,,Indefinido,,False
535249,2025-11-29T00:00:00Z,2025-11-29,00:00,32,SCHEDULED,REGULAR_SEASON,4286,RB Bragantino,1779,SC Corinthians Paulista,,,,Indefinido,,False
535250,2025-11-29T00:00:00Z,2025-11-29,00:00,32,SCHEDULED,REGULAR_SEASON,1766,CA Mineiro,1777,EC Bahia,,,,Indefinido,,False
535251,2025-11-29T00:00:00Z,2025-11-29,00:00,32,SCHEDULED,REGULAR_SEASON,1767,Grêmio FBPA,1771,Cruzeiro EC,,,,Indefinido,,False
535252,2025-11-29T00:00:00Z,2025-11-29,00:00,32,SCHEDULED,REGULAR_SEASON,1782,EC Vitória,6684,SC Internacional,,,,Indefinido,,False
535253,2025-11-29T00:00:00Z,2025-11-29,00:00,32,SCHEDULED,REGULAR_SEASON,1837,Ceará SC,3984,Fortaleza EC,,,,Indefinido,,False
535254,2025-11-29T00:00:00Z,2025-11-29,00:00,32,SCHEDULED,REGULAR_SEASON,1778,SC Recife,4245,EC Juventude,,,,Indefinido,,False
535255,2025-12-03T00:00:00Z,2025-12-03,00:00,33,SCHEDULED,REGULAR_SEASON,1783,CR Flamengo,6685,Santos FC,,,,Indefinido,,False
535256,2025-12-03T00:00:00Z,2025-12-03,00:00,33,SCHEDULED,REGULAR_SEASON,1780,CR Vasco da Gama,4245,EC Juventude,,,,Indefinido,,False
535257,2025-12-03T00:00:00Z,2025-12-03,00:00,33,SCHEDULED,REGULAR_SEASON,1779,SC Corinthians Paulista,1837,Ceará SC,,,,Indefinido,,False
535258,2025-12-03T00:00:00Z,2025-12-03,00:00,33,SCHEDULED,REGULAR_SEASON,1776,São Paulo FC,4286,RB Bragantino,,,,Indefinido,,False
535259,2025-12-03T00:00:00Z,2025-12-03,00:00,33,SCHEDULED,REGULAR_SEASON,4364,Mirassol FC,1769,SE Palmeiras,,,,Indefinido,,False
535260,2025-12-03T00:00:00Z,2025-12-03,00:00,33,SCHEDULED,REGULAR_SEASON,1771,Cruzeiro EC,1765,Fluminense FC,,,,Indefinido,,False
535261,2025-12-03T00:00:00Z,2025-12-03,00:00,33,SCHEDULED,REGULAR_SEASON,6684,SC Internacional,1777,EC Bahia,,,,Indefinido,,False
535262,2025-12-03T00:00:00Z,2025-12-03,00:00,33,SCHEDULED,REGULAR_SEASON,1782,EC Vitória,1770,Botafogo FR,,,,Indefinido,,False
535263,2025-12-03T00:00:00Z,2025-12-03,00:00,33,SCHEDULED,REGULAR_SEASON,3984,Fortaleza EC,1767,Grêmio FBPA,,,,Indefinido,,False
535264,2025-12-03T00:00:00Z,2025-12-03,00:00,33,SCHEDULED,REGULAR_SEASON,1778,SC Recife,1766,CA Mineiro,,,,Indefinido,,False
535265,2025-12-06T00:00:00Z,2025-12-06,00:00,34,SCHEDULED,REGULAR_SEASON,1765,Fluminense FC,1783,CR Flamengo,,,,Indefinido,,False
535266,2025-12-06T00:00:00Z,2025-12-06,00:00,34,SCHEDULED,REGULAR_SEASON,1770,Botafogo FR,1778,SC Recife,,,,Indefinido,,False
535267,2025-12-06T00:00:00Z,2025-12-06,00:00,34,SCHEDULED,REGULAR_SEASON,1779,SC Corinthians Paulista,1776,São Paulo FC,,,,Indefinido,,False
535268,2025-12-06T00:00:00Z,2025-12-06,00:00,34,SCHEDULED,REGULAR_SEASON,6685,Santos FC,4364,Mirassol FC,,,,Indefinido,,False
535269,2025-12-06T00:00:00Z,2025-12-06,00:00,34,SCHEDULED,REGULAR_SEASON,4286,RB Bragantino,1782,EC Vitória,,,,Indefinido,,False
535270,2025-12-06T00:00:00Z,2025-12-06,00:00,34,SCHEDULED,REGULAR_SEASON,1766,CA Mineiro,1769,SE Palmeiras,,,,Indefinido,,False
535271,2025-12-06T00:00:00Z,2025-12-06,00:00,34,SCHEDULED,REGULAR_SEASON,1767,Grêmio FBPA,1780,CR Vasco da Gama,,,,Indefinido,,False
535272,2025-12-06T00:00:00Z,2025-12-06,00:00,34,SCHEDULED,REGULAR_SEASON,1777,EC Bahia,3984,Fortaleza EC,,,,Indefinido,,False
535273,2025-12-06T00:00:00Z,2025-12-06,00:00,34,SCHEDULED,REGULAR_SEASON,1837,Ceará SC,6684,SC Internacional,,,,Indefinido,,False
535274,2025-12-06T00:00:00Z,2025-12-06,00:00,34,SCHEDULED,REGULAR_SEASON,4245,EC Juventude,1771,Cruzeiro EC,,,,Indefinido,,False
535275,2025-12-10T00:00:00Z,2025-12-10,00:00,35,SCHEDULED,REGULAR_SEASON,1783,CR Flamengo,4286,RB Bragantino,,,,Indefinido,,False
535276,2025-12-10T00:00:00Z,2025-12-10,00:00,35,SCHEDULED,REGULAR_SEASON,1770,Botafogo FR,1767,Grêmio FBPA,,,,Indefinido,,False
535277,2025-12-10T00:00:00Z,2025-12-10,00:00,35,SCHEDULED,REGULAR_SEASON,1769,SE Palmeiras,1765,Fluminense FC,,,,Indefinido,,False
535278,2025-12-10T00:00:00Z,2025-12-10,00:00,35,SCHEDULED,REGULAR_SEASON,1776,São Paulo FC,4245,EC Juventude,,,,Indefinido,,False
535279,2025-12-10T00:00:00Z,2025-12-10,00:00,35,SCHEDULED,REGULAR_SEASON,4364,Mirassol FC,1837,Ceará SC,,,,Indefinido,,False
535280,2025-12-10T00:00:00Z,2025-12-10,00:00,35,SCHEDULED,REGULAR_SEASON,1771,Cruzeiro EC,1779,SC Corinthians Paulista,,,,Indefinido,,False
535281,2025-12-10T00:00:00Z,2025-12-10,00:00,35,SCHEDULED,REGULAR_SEASON,6684,SC Internacional,6685,Santos FC,,,,Indefinido,,False
535282,2025-12-10T00:00:00Z,2025-12-10,00:00,35,SCHEDULED,REGULAR_SEASON,1777,EC Bahia,1780,CR Vasco da Gama,,,,Indefinido,,False
535283,2025-12-10T00:00:00Z,2025-12-10,00:00,35,SCHEDULED,REGULAR_SEASON,3984,Fortaleza EC,1766,CA Mineiro,,,,Indefinido,,False
535284,2025-12-10T00:00:00Z,2025-12-10,00:00,35,SCHEDULED,REGULAR_SEASON,1778,SC Recife,1782,EC Vitória,,,,Indefinido,,False
535285,2025-12-13T00:00:00Z,2025-12-13,00:00,36,SCHEDULED,REGULAR_SEASON,1765,Fluminense FC,1776,São Paulo FC,,,,Indefinido,,False
535286,2025-12-13T00:00:00Z,2025-12-13,00:00,36,SCHEDULED,REGULAR_SEASON,1780,CR Vasco da Gama,6684,SC Internacional,,,,Indefinido,,False
535287,2025-12-13T00:00:00Z,2025-12-13,00:00,36,SCHEDULED,REGULAR_SEASON,1779,SC Corinthians Paulista,1770,Botafogo FR,,,,Indefinido,,False
535288,2025-12-13T00:00:00Z,2025-12-13,00:00,36,SCHEDULED,REGULAR_SEASON,6685,Santos FC,1778,SC Recife,,,,Indefinido,,False
535289,2025-12-13T00:00:00Z,2025-12-13,00:00,36,SCHEDULED,REGULAR_SEASON,4286,RB Bragantino,3984,Fortaleza EC,,,,Indefinido,,False
535290,2025-12-13T00:00:00Z,2025-12-13,00:00,36,SCHEDULED,REGULAR_SEASON,1766,CA Mineiro,1783,CR Flamengo,,,,Indefinido,,False
535291,2025-12-13T00:00:00Z,2025-12-13,00:00,36,SCHEDULED,REGULAR_SEASON,1767,Grêmio FBPA,1769,SE Palmeiras,,,,Indefinido,,False
535292,2025-12-13T00:00:00Z,2025-12-13,00:00,36,SCHEDULED,REGULAR_SEASON,1782,EC Vitória,4364,Mirassol FC,,,,Indefinido,,False
535293,2025-12-13T00:00:00Z,2025-12-13,00:00,36,SCHEDULED,REGULAR_SEASON,1837,Ceará SC,1771,Cruzeiro EC,,,,Indefinido,,False
535294,2025-12-13T00:00:00Z,2025-12-13,00:00,36,SCHEDULED,REGULAR_SEASON,4245,EC Juventude,1777,EC Bahia,,,,Indefinido,,False
535295,2025-12-17T00:00:00Z,2025-12-17,00:00,37,SCHEDULED,REGULAR_SEASON,1783,CR Flamengo,1837,Ceará SC,,,,Indefinido,,False
535296,2025-12-17T00:00:00Z,2025-12-17,00:00,37,SCHEDULED,REGULAR_SEASON,1780,CR Vasco da Gama,4364,Mirassol FC,,,,Indefinido,,False
535297,2025-12-17T00:00:00Z,2025-12-17,00:00,37,SCHEDULED,REGULAR_SEASON,1769,SE Palmeiras,1782,EC Vitória,,,,Indefinido,,False
535298,2025-12-17T00:00:00Z,2025-12-17,00:00,37,SCHEDULED,REGULAR_SEASON,1776,São Paulo FC,6684,SC Internacional,,,,Indefinido,,False
535299,2025-12-17T00:00:00Z,2025-12-17,00:00,37,SCHEDULED,REGULAR_SEASON,4286,RB Bragantino,1766,CA Mineiro,,,,Indefinido,,False
535300,2025-12-17T00:00:00Z,2025-12-17,00:00,37,SCHEDULED,REGULAR_SEASON,1771,Cruzeiro EC,1770,Botafogo FR,,,,Indefinido,,False
535301,2025-12-17T00:00:00Z,2025-12-17,00:00,37,SCHEDULED,REGULAR_SEASON,1767,Grêmio FBPA,1765,Fluminense FC,,,,Indefinido,,False
535302,2025-12-17T00:00:00Z,2025-12-17,00:00,37,SCHEDULED,REGULAR_SEASON,1777,EC Bahia,1778,SC Recife,,,,Indefinido,,False
535303,2025-12-17T00:00:00Z,2025-12-17,00:00,37,SCHEDULED,REGULAR_SEASON,3984,Fortaleza EC,1779,SC Corinthians Paulista,,,,Indefinido,,False
535304,2025-12-17T00:00:00Z,2025-12-17,00:00,37,SCHEDULED,REGULAR_SEASON,4245,EC Juventude,6685,Santos FC,,,,Indefinido,,False
535305,2025-12-21T00:00:00Z,2025-12-21,00:00,38,SCHEDULED,REGULAR_SEASON,1765,Fluminense FC,1777,EC Bahia,,,,Indefinido,,False
535306,2025-12-21T00:00:00Z,2025-12-21,00:00,38,SCHEDULED,REGULAR_SEASON,1770,Botafogo FR,3984,Fortaleza EC,,,,Indefinido,,False
535307,2025-12-21T00:00:00Z,2025-12-21,00:00,38,SCHEDULED,REGULAR_SEASON,1779,SC Corinthians Paulista,4245,EC Juventude,,,,Indefinido,,False
535308,2025-12-21T00:00:00Z,2025-12-21,00:00,38,SCHEDULED,REGULAR_SEASON,6685,Santos FC,1771,Cruzeiro EC,,,,Indefinido,,False
535309,2025-12-21T00:00:00Z,2025-12-21,00:00,38,SCHEDULED,REGULAR_SEASON,4364,Mirassol FC,1783,CR Flamengo,,,,Indefinido,,False
535310,2025-12-21T00:00:00Z,2025-12-21,00:00,38,SCHEDULED,REGULAR_SEASON,1766,CA Mineiro,1780,CR Vasco da Gama,,,,Indefinido,,False
535311,2025-12-21T00:00:00Z,2025-12-21,00:00,38,SCHEDULED,REGULAR_SEASON,6684,SC Internacional,4286,RB Bragantino,,,,Indefinido,,False
535312,2025-12-21T00:00:00Z,2025-12-21,00:00,38,SCHEDULED,REGULAR_SEASON,1782,EC Vitória,1776,São Paulo FC,,,,Indefinido,,False
535313,2025-12-21T00:00:00Z,2025-12-21,00:00,38,SCHEDULED,REGULAR_SEASON,1837,Ceará SC,1769,SE Palmeiras,,,,Indefinido,,False
535314,2025-12-21T00:00:00Z,2025-12-21,00:00,38,SCHEDULED,REGULAR_SEASON,1778,SC Recife,1767,Grêmio FBPA,,,,Indefinido,,False
